"15.780000,20.139999,16.580000,13.040000,12.540000,15.780000,17.359999,21.719999,25.599998,26.340000,27.080000,25.080000,24.000000,21.719999,19.139999,14.920000,11.440000,14.020000,10.860000,3.620000,3.620000,3.620000,3.620000,10.219999,7.240000,16.580000,9.559999,8.080000,7.240000,7.240000,6.260000,5.100000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000"
"6.260000,11.440000,7.240000,3.620000,3.620000,0.000000,13.540000,20.779999,20.779999,23.740000,26.599998,28.039999,26.099998,25.080000,26.340000,23.740000,19.820000,17.719999,14.920000,13.540000,12.540000,12.000000,10.219999,6.260000,5.100000,5.100000,7.240000,8.860000,6.260000,9.559999,8.080000,6.260000,6.260000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,7.240000,6.260000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000"
"19.820000,13.040000,8.860000,15.780000,20.459999,27.799999,28.959999,30.059999,31.559999,27.559999,27.799999,22.020000,14.480000,10.219999,8.860000,8.080000,6.260000,5.100000,8.860000,45.639999,16.580000,8.860000,33.360001,18.799999,12.540000,11.440000,12.540000,12.540000,11.440000,10.219999,8.860000,8.080000,5.100000,0.000000,0.000000,0.000000,0.000000,7.240000,8.080000,6.260000,3.620000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000"
"19.480000,10.860000,6.260000,8.080000,5.100000,3.620000,6.260000,11.440000,22.299999,28.260000,31.559999,34.520000,34.899998,34.139999,31.959999,29.619999,25.599998,22.299999,11.440000,0.000000,0.000000,3.620000,14.480000,153.319992,161.819992,63.020000,27.799999,14.920000,20.779999,22.299999,19.820000,16.580000,12.000000,9.559999,8.080000,3.620000,0.000000,0.000000,0.000000,10.860000,15.339999,12.540000,7.240000,0.000000,0.000000,0.000000,0.000000,3.620000,5.100000,0.000000,3.620000,0.000000,0.000000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,0.000000,0.000000"
"25.599998,30.279999,28.500000,17.719999,14.020000,19.820000,24.539999,26.099998,29.619999,28.039999,29.179998,25.840000,22.600000,25.080000,15.339999,8.080000,10.860000,12.000000,18.459999,42.360001,30.699999,43.879997,12.540000,7.240000,8.080000,8.080000,7.240000,7.240000,6.260000,5.100000,0.000000,0.000000,0.000000,0.000000,0.000000,5.100000,5.100000,7.240000,8.080000,7.240000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,6.260000,6.260000,7.240000,8.080000,9.559999,10.860000,10.219999,9.559999,8.080000,6.260000"
"18.459999,22.879999,15.339999,11.440000,7.240000,7.240000,14.480000,18.459999,24.539999,32.380001,38.639999,39.639999,39.980000,35.639999,31.340000,26.840000,19.480000,17.719999,15.339999,12.000000,8.860000,6.260000,3.620000,10.860000,3.620000,8.080000,12.540000,8.860000,12.000000,11.440000,8.860000,7.240000,6.260000,5.100000,3.620000,0.000000,0.000000,3.620000,3.620000,12.000000,14.020000,10.219999,6.260000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,5.100000,6.260000,6.260000,7.240000,7.240000,8.080000,8.080000"
"16.580000,20.779999,12.000000,14.020000,14.020000,16.180000,15.780000,16.980000,19.820000,19.139999,17.719999,14.920000,13.040000,10.219999,7.240000,5.100000,5.100000,6.260000,6.260000,8.080000,8.860000,8.860000,7.240000,7.240000,7.240000,7.240000,6.260000,6.260000,5.100000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,5.100000,6.260000,5.100000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,6.260000,7.240000,6.260000,3.620000,0.000000,0.000000,0.000000"
"29.400000,12.540000,14.920000,21.100000,26.099998,31.959999,31.760000,33.959999,31.139999,33.559998,31.340000,25.340000,14.480000,9.559999,0.000000,0.000000,8.860000,14.480000,17.359999,15.339999,20.779999,19.139999,17.719999,20.139999,16.580000,14.920000,13.540000,12.540000,11.440000,10.219999,8.080000,7.240000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,6.260000,7.240000,8.080000,8.080000,8.860000,8.080000,7.240000,6.260000,6.260000,7.240000,7.240000,8.080000,8.080000,8.080000,8.080000,8.080000,8.080000,8.080000,8.080000,7.240000"
"8.080000,9.559999,10.860000,10.860000,10.860000,10.860000,13.040000,10.860000,8.080000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,6.260000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000"
"10.219999,14.020000,13.540000,14.020000,14.020000,18.459999,17.719999,16.580000,15.339999,14.920000,10.219999,8.860000,9.559999,10.219999,10.219999,9.559999,8.860000,12.540000,10.860000,5.100000,8.080000,8.080000,8.860000,7.240000,7.240000,8.080000,7.240000,8.080000,8.080000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,0.000000,3.620000,3.620000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,6.260000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000"
